job_id,workload_name,profile,submission_time,requested_number_of_resources,requested_time,success,final_state,starting_time,execution_time,finish_time,waiting_time,turnaround_time,stretch,allocated_resources,consumed_energy,metadata
job_6773,w0,profile_6773,992455.000000,31,29394.000000,1,COMPLETED_SUCCESSFULLY,993456.605206,389.605929,993846.211136,1001.605206,1391.211136,3.570816,469-499,3138067.042514,""
job_6797,w0,profile_6797,993712.000000,3,4006.000000,1,COMPLETED_SUCCESSFULLY,993846.211136,28.130251,993874.341387,134.211136,162.341387,5.771061,495-497,21926.525874,""
job_6792,w0,profile_6792,993568.000000,11,5402.000000,1,COMPLETED_SUCCESSFULLY,993846.211136,83.627743,993929.838879,278.211136,361.838879,4.326780,484-494,239011.074995,""
job_6782,w0,profile_6782,992816.000000,15,4271.000000,1,COMPLETED_SUCCESSFULLY,993846.211136,278.550418,994124.761554,1030.211136,1308.761554,4.698473,469-483,1085600.513105,""
job_6793,w0,profile_6793,993568.000000,14,5909.000000,1,COMPLETED_SUCCESSFULLY,993929.838879,236.313698,994166.152577,361.838879,598.152577,2.531180,484-497,859591.077891,""
job_6794,w0,profile_6794,993712.000000,10,5597.000000,1,COMPLETED_SUCCESSFULLY,994124.761554,195.378480,994320.140034,412.761554,608.140034,3.112625,469-478,507635.157938,""
job_6788,w0,profile_6788,993282.000000,20,5812.000000,1,COMPLETED_SUCCESSFULLY,994166.152577,224.440967,994390.593545,884.152577,1108.593545,4.939355,479-498,1166291.455921,""
job_6786,w0,profile_6786,993140.000000,25,30363.000000,1,COMPLETED_SUCCESSFULLY,994390.593545,489.223298,994879.816843,1250.593545,1739.816843,3.556284,469-493,3177767.405542,""
job_6812,w0,profile_6812,994793.000000,8,3936.000000,1,COMPLETED_SUCCESSFULLY,994879.816843,69.792062,994949.608905,86.816843,156.608905,2.243936,489-496,145067.786021,""
job_6814,w0,profile_6814,994893.000000,5,4085.000000,1,COMPLETED_SUCCESSFULLY,994949.608905,36.794035,994986.402940,56.608905,93.402940,2.538535,489-493,47799.393507,""
job_6815,w0,profile_6815,994893.000000,8,7007.000000,1,COMPLETED_SUCCESSFULLY,994986.402940,61.475829,995047.878769,93.402940,154.878769,2.519344,489-496,127781.901071,""
job_6798,w0,profile_6798,993827.000000,20,5012.000000,1,COMPLETED_SUCCESSFULLY,994879.816843,351.346009,995231.162852,1052.816843,1404.162852,3.996524,469-488,1825744.438279,""
job_6799,w0,profile_6799,993959.000000,20,1406.000000,1,COMPLETED_SUCCESSFULLY,995231.162852,122.027713,995353.190565,1272.162852,1394.190565,11.425196,469-488,634108.291803,""
job_6821,w0,profile_6821,995337.000000,14,2733.000000,1,COMPLETED_SUCCESSFULLY,995353.190565,150.869969,995504.060534,16.190565,167.060534,1.107315,486-499,548789.512046,""
job_6802,w0,profile_6802,994131.000000,17,6113.000000,1,COMPLETED_SUCCESSFULLY,995353.190565,219.647748,995572.838313,1222.190565,1441.838313,6.564321,469-485,970176.257483,""
job_6824,w0,profile_6824,995536.000000,2,5906.000000,1,COMPLETED_SUCCESSFULLY,995536.000000,39.047135,995575.047135,0.000000,39.047135,1.000000,495-496,20290.564756,""
job_6823,w0,profile_6823,995536.000000,9,1734.000000,1,COMPLETED_SUCCESSFULLY,995536.000000,82.116901,995618.116901,0.000000,82.116901,1.000000,486-494,192021.573874,""
job_6804,w0,profile_6804,994131.000000,16,3715.000000,1,COMPLETED_SUCCESSFULLY,995572.838313,169.567935,995742.406248,1441.838313,1611.406248,9.503013,469-484,704918.131154,""
job_6827,w0,profile_6827,995749.000000,4,3342.000000,1,COMPLETED_SUCCESSFULLY,995749.000000,28.057126,995777.057126,0.000000,28.057126,1.000000,469-472,29159.370636,""
job_6826,w0,profile_6826,995583.000000,13,1586.000000,1,COMPLETED_SUCCESSFULLY,995618.116901,255.235876,995873.352777,35.116901,290.352777,1.137586,485-497,862104.747737,""
job_6805,w0,profile_6805,994176.000000,18,6853.000000,1,COMPLETED_SUCCESSFULLY,995873.352777,147.858152,996021.210929,1697.352777,1845.210929,12.479602,469-486,691500.891896,""
job_6829,w0,profile_6829,995918.000000,10,5531.000000,1,COMPLETED_SUCCESSFULLY,995918.000000,172.884667,996090.884667,0.000000,172.884667,1.000000,487-496,449191.411715,""
job_6806,w0,profile_6806,994176.000000,18,1893.000000,1,COMPLETED_SUCCESSFULLY,996021.210929,181.458497,996202.669426,1845.210929,2026.669426,11.168777,469-486,848642.508668,""
job_6832,w0,profile_6832,996164.000000,13,3832.000000,1,COMPLETED_SUCCESSFULLY,996164.000000,131.415461,996295.415461,0.000000,131.415461,1.000000,487-499,443879.187228,""
job_6816,w0,profile_6816,994980.000000,17,332.000000,1,COMPLETED_SUCCESSFULLY,996202.669426,214.922642,996417.592068,1222.669426,1437.592068,6.688881,469-485,949305.633525,""
job_6833,w0,profile_6833,996164.000000,8,4283.000000,1,COMPLETED_SUCCESSFULLY,996295.415461,126.757409,996422.172870,131.415461,258.172870,2.036748,492-499,263474.328770,""
job_6836,w0,profile_6836,996303.000000,7,6562.000000,1,COMPLETED_SUCCESSFULLY,996422.172870,97.564290,996519.737160,119.172870,216.737160,2.221480,493-499,177445.051737,""
job_6844,w0,profile_6844,996715.000000,7,4780.000000,1,COMPLETED_SUCCESSFULLY,996715.000000,48.052604,996763.052604,0.000000,48.052604,1.000000,493-499,87395.674338,""
job_6808,w0,profile_6808,994289.000000,19,5235.000000,1,COMPLETED_SUCCESSFULLY,996417.592068,372.440880,996790.032948,2128.592068,2501.032948,6.715248,469-487,1838594.307879,""
job_6159,w0,profile_6159,909468.000000,469,55565.000000,1,COMPLETED_SUCCESSFULLY,992371.888436,4582.592711,996954.481147,82903.888436,87486.481147,19.091044,0-468,558417563.010312,""
job_6849,w0,profile_6849,997111.000000,1,1449.000000,1,COMPLETED_SUCCESSFULLY,997111.000000,12.250010,997123.250010,0.000000,12.250010,1.000000,498,3182.815118,""
job_6817,w0,profile_6817,994980.000000,17,3265.000000,1,COMPLETED_SUCCESSFULLY,996954.481147,202.454965,997156.936112,1974.481147,2176.936112,10.752693,436-452,894236.349568,""
job_6838,w0,profile_6838,996440.000000,16,4520.000000,1,COMPLETED_SUCCESSFULLY,996954.481147,279.065921,997233.547068,514.481147,793.547068,2.843583,453-468,1160116.900764,""
job_6809,w0,profile_6809,994464.000000,29,37674.000000,1,COMPLETED_SUCCESSFULLY,996790.032948,565.744372,997355.777320,2326.032948,2891.777320,5.111456,469-497,4262782.814471,""
job_6842,w0,profile_6842,996715.000000,14,6056.000000,1,COMPLETED_SUCCESSFULLY,997233.547068,139.919538,997373.466607,518.547068,658.466607,4.706038,453-466,508957.320838,""
job_6778,w0,profile_6778,992674.000000,54,8053.000000,1,COMPLETED_SUCCESSFULLY,996954.481147,430.862017,997385.343164,4280.481147,4711.343164,10.934691,323-376,6045147.976636,""
job_6850,w0,profile_6850,997160.000000,6,3414.000000,1,COMPLETED_SUCCESSFULLY,997355.777320,58.097403,997413.874723,195.777320,253.874723,4.369812,491-496,90569.701877,""
job_6852,w0,profile_6852,997235.000000,4,1945.000000,1,COMPLETED_SUCCESSFULLY,997413.874723,28.334587,997442.209310,178.874723,207.209310,7.312946,491-494,29447.731696,""
job_6848,w0,profile_6848,997111.000000,12,4470.000000,1,COMPLETED_SUCCESSFULLY,997373.466607,79.698901,997453.165508,262.466607,342.165508,4.293227,453-464,248489.787147,""
job_6854,w0,profile_6854,997396.000000,3,4236.000000,1,COMPLETED_SUCCESSFULLY,997396.000000,59.730643,997455.730643,0.000000,59.730643,1.000000,497-499,46557.903311,""
job_6834,w0,profile_6834,996208.000000,17,7142.000000,1,COMPLETED_SUCCESSFULLY,997156.936112,306.886311,997463.822423,948.936112,1255.822423,4.092142,436-452,1355505.876033,""
job_6780,w0,profile_6780,992816.000000,59,38247.000000,1,COMPLETED_SUCCESSFULLY,996954.481147,524.343536,997478.824683,4138.481147,4662.824683,8.892690,377-435,8037905.505614,""
job_6819,w0,profile_6819,995283.000000,24,31336.000000,1,COMPLETED_SUCCESSFULLY,997355.777320,184.948218,997540.725538,2072.777320,2257.725538,12.207339,467-490,1153284.248089,""
job_6853,w0,profile_6853,997235.000000,13,5282.000000,1,COMPLETED_SUCCESSFULLY,997478.824683,69.160167,997547.984850,243.824683,312.984850,4.525507,422-434,233600.813858,""
job_6845,w0,profile_6845,996935.000000,16,483.000000,1,COMPLETED_SUCCESSFULLY,997463.822423,134.100935,997597.923358,528.822423,662.923358,4.943466,436-451,557476.742399,""
job_6843,w0,profile_6843,996715.000000,15,2966.000000,1,COMPLETED_SUCCESSFULLY,997385.343164,286.946581,997672.289745,670.343164,957.289745,3.336125,361-375,1118323.060926,""
job_6851,w0,profile_6851,997160.000000,13,4267.000000,1,COMPLETED_SUCCESSFULLY,997453.165508,245.998882,997699.164390,293.165508,539.164390,2.191735,453-465,830905.152277,""
job_6822,w0,profile_6822,995536.000000,18,5374.000000,1,COMPLETED_SUCCESSFULLY,997597.923358,205.550321,997803.473679,2061.923358,2267.473679,11.031234,422-439,961314.804350,""
job_6856,w0,profile_6856,997603.000000,13,6362.000000,1,COMPLETED_SUCCESSFULLY,997603.000000,225.526518,997828.526518,0.000000,225.526518,1.000000,440-452,761756.088774,""
job_6820,w0,profile_6820,995337.000000,20,6169.000000,1,COMPLETED_SUCCESSFULLY,997540.725538,357.482513,997898.208052,2203.725538,2561.208052,7.164569,466-485,1857632.345157,""
job_6855,w0,profile_6855,997560.000000,16,2779.000000,1,COMPLETED_SUCCESSFULLY,997803.473679,222.748527,998026.222206,243.473679,466.222206,2.093043,422-437,925997.446706,""
job_6784,w0,profile_6784,992927.000000,38,28652.000000,1,COMPLETED_SUCCESSFULLY,997385.343164,663.887476,998049.230640,4458.343164,5122.230640,7.715510,323-360,6554703.313704,""
job_6830,w0,profile_6830,995918.000000,19,1401.000000,1,COMPLETED_SUCCESSFULLY,997828.526518,258.677431,998087.203949,1910.526518,2169.203949,8.385749,438-456,1276988.851738,""
job_6860,w0,profile_6860,998075.000000,11,4253.000000,1,COMPLETED_SUCCESSFULLY,998075.000000,74.362218,998149.362218,0.000000,74.362218,1.000000,361-371,212529.875916,""
job_6790,w0,profile_6790,993412.000000,46,40834.000000,1,COMPLETED_SUCCESSFULLY,997478.824683,708.102004,998186.926687,4066.824683,4774.926687,6.743275,376-421,8463083.418665,""
job_6835,w0,profile_6835,996303.000000,26,27145.000000,1,COMPLETED_SUCCESSFULLY,998087.203949,142.106181,998229.310130,1784.203949,1926.310130,13.555428,431-456,959978.002177,""
job_6791,w0,profile_6791,993568.000000,42,12495.000000,1,COMPLETED_SUCCESSFULLY,997898.208052,751.418250,998649.626302,4330.208052,5081.626302,6.762713,457-498,8199851.653253,""
job_6864,w0,profile_6864,998564.000000,3,2132.000000,1,COMPLETED_SUCCESSFULLY,998649.626302,51.459843,998701.086145,85.626302,137.086145,2.663944,495-497,40111.109579,""
job_6800,w0,profile_6800,993959.000000,53,22731.000000,1,COMPLETED_SUCCESSFULLY,998186.926687,522.607674,998709.534361,4227.926687,4750.534361,9.090059,361-413,7196587.642755,""
job_6861,w0,profile_6861,998399.000000,5,3869.000000,1,COMPLETED_SUCCESSFULLY,998649.626302,84.748675,998734.374977,250.626302,335.374977,3.957289,490-494,110097.608530,""
job_6796,w0,profile_6796,993712.000000,38,23476.000000,1,COMPLETED_SUCCESSFULLY,998049.230640,729.357791,998778.588431,4337.230640,5066.588431,6.946643,323-360,7201105.764002,""
job_6866,w0,profile_6866,998564.000000,7,1052.000000,1,COMPLETED_SUCCESSFULLY,998709.534361,71.542353,998781.076714,145.534361,217.076714,3.034241,407-413,130117.654260,""
job_6803,w0,profile_6803,994131.000000,41,13539.000000,1,COMPLETED_SUCCESSFULLY,998229.310130,607.452866,998836.762996,4098.310130,4705.762996,7.746713,416-456,6471000.131083,""
job_6865,w0,profile_6865,998564.000000,10,6964.000000,1,COMPLETED_SUCCESSFULLY,998734.374977,192.820896,998927.195873,170.374977,363.195873,1.883592,490-499,500990.007862,""
job_6807,w0,profile_6807,994176.000000,46,8234.000000,1,COMPLETED_SUCCESSFULLY,998709.534361,272.038987,998981.573348,4533.534361,4805.573348,17.665017,361-406,3251351.678210,""
job_6870,w0,profile_6870,999075.000000,10,3050.000000,1,COMPLETED_SUCCESSFULLY,999075.000000,58.576352,999133.576352,0.000000,58.576352,1.000000,398-407,152193.915580,""
job_6837,w0,profile_6837,996303.000000,33,30070.000000,1,COMPLETED_SUCCESSFULLY,998649.626302,501.242145,999150.868447,2346.626302,2847.868447,5.681622,457-489,4297703.852735,""
job_6839,w0,profile_6839,996502.000000,30,28001.000000,1,COMPLETED_SUCCESSFULLY,998778.588431,417.404819,999195.993251,2276.588431,2693.993251,6.454150,323-352,3253521.494398,""
job_6872,w0,profile_6872,999075.000000,7,6550.000000,1,COMPLETED_SUCCESSFULLY,999075.000000,125.599536,999200.599536,0.000000,125.599536,1.000000,490-496,228434.155634,""
job_6873,w0,profile_6873,999247.000000,3,4604.000000,1,COMPLETED_SUCCESSFULLY,999247.000000,44.270363,999291.270363,0.000000,44.270363,1.000000,346-348,34507.167162,""
job_6858,w0,profile_6858,997913.000000,18,2591.000000,1,COMPLETED_SUCCESSFULLY,999200.599536,148.300524,999348.900060,1287.599536,1435.900060,9.682367,480-497,693569.772837,""
job_6841,w0,profile_6841,996574.000000,23,25512.000000,1,COMPLETED_SUCCESSFULLY,999195.993251,207.506301,999403.499552,2621.993251,2829.499552,13.635728,323-345,1240035.422682,""
job_6840,w0,profile_6840,996534.000000,23,33253.000000,1,COMPLETED_SUCCESSFULLY,999150.868447,323.492573,999474.361020,2616.868447,2940.361020,9.089424,457-479,1933156.956601,""
job_6811,w0,profile_6811,994657.000000,45,29530.000000,1,COMPLETED_SUCCESSFULLY,998981.573348,537.906914,999519.480262,4324.573348,4862.480262,9.039631,353-397,6289188.423182,""
job_6846,w0,profile_6846,997037.000000,23,28205.000000,1,COMPLETED_SUCCESSFULLY,999403.499552,145.379030,999548.878582,2366.499552,2511.878582,17.278136,323-345,868769.505929,""
job_6862,w0,profile_6862,998450.000000,20,3785.000000,1,COMPLETED_SUCCESSFULLY,999348.900060,297.473644,999646.373704,898.900060,1196.373704,4.021781,480-499,1545800.544347,""
job_6810,w0,profile_6810,994657.000000,47,9581.000000,1,COMPLETED_SUCCESSFULLY,998836.762996,869.167158,999705.930154,4179.762996,5048.930154,5.808929,410-456,10613927.871563,""
job_6863,w0,profile_6863,998450.000000,14,1771.000000,1,COMPLETED_SUCCESSFULLY,999548.878582,275.989231,999824.867813,1098.878582,1374.867813,4.981599,323-336,1003910.826360,""
job_6847,w0,profile_6847,997037.000000,22,32575.000000,1,COMPLETED_SUCCESSFULLY,999474.361020,391.444919,999865.805939,2437.361020,2828.805939,7.226575,457-478,2237527.119945,""
job_6879,w0,profile_6879,999783.000000,6,4308.000000,1,COMPLETED_SUCCESSFULLY,999783.000000,93.314012,999876.314012,0.000000,93.314012,1.000000,337-342,145469.880079,""
job_6869,w0,profile_6869,999075.000000,19,4312.000000,1,COMPLETED_SUCCESSFULLY,999646.373704,321.424252,999967.797957,571.373704,892.797957,2.777631,481-499,1586745.259044,""
job_6876,w0,profile_6876,999539.000000,13,6127.000000,1,COMPLETED_SUCCESSFULLY,999824.867813,248.958955,1000073.826768,285.867813,534.826768,2.148253,323-335,840903.326457,""
job_6871,w0,profile_6871,999075.000000,19,6543.000000,1,COMPLETED_SUCCESSFULLY,999865.805939,248.865730,1000114.671669,790.805939,1039.671669,4.177641,457-475,1228552.338337,""
job_6881,w0,profile_6881,1000015.000000,11,6552.000000,1,COMPLETED_SUCCESSFULLY,1000114.671669,64.209556,1000178.881225,99.671669,163.881225,2.552287,457-467,183513.202883,""
job_6885,w0,profile_6885,1000224.000000,1,2335.000000,1,COMPLETED_SUCCESSFULLY,1000224.000000,18.631248,1000242.631248,0.000000,18.631248,1.000000,406,4840.797594,""
job_6882,w0,profile_6882,1000132.000000,14,5755.000000,1,COMPLETED_SUCCESSFULLY,1000178.881225,99.862566,1000278.743791,46.881225,146.743791,1.469457,457-470,363250.083843,""
job_6884,w0,profile_6884,1000224.000000,4,4483.000000,1,COMPLETED_SUCCESSFULLY,1000224.000000,70.457071,1000294.457071,0.000000,70.457071,1.000000,342-345,73225.027688,""
job_6875,w0,profile_6875,999431.000000,19,3900.000000,1,COMPLETED_SUCCESSFULLY,1000073.826768,256.612435,1000330.439203,642.826768,899.439203,3.505049,323-341,1266794.777138,""
job_6887,w0,profile_6887,1000321.000000,1,4151.000000,1,COMPLETED_SUCCESSFULLY,1000321.000000,12.846459,1000333.846459,0.000000,12.846459,1.000000,342,3337.785314,""
job_6874,w0,profile_6874,999431.000000,23,31802.000000,1,COMPLETED_SUCCESSFULLY,999967.797957,403.134618,1000370.932575,536.797957,939.932575,2.331560,477-499,2409089.284151,""
job_6883,w0,profile_6883,1000224.000000,8,3914.000000,1,COMPLETED_SUCCESSFULLY,1000278.743791,94.250746,1000372.994537,54.743791,148.994537,1.580831,457-464,195906.906829,""
job_6813,w0,profile_6813,994893.000000,50,42088.000000,1,COMPLETED_SUCCESSFULLY,999705.930154,707.704637,1000413.634791,4812.930154,5520.634791,7.800761,407-456,9193841.485754,""
job_6889,w0,profile_6889,1000393.000000,10,500.000000,1,COMPLETED_SUCCESSFULLY,1000393.000000,69.157072,1000462.157072,0.000000,69.157072,1.000000,457-466,179684.893136,""
job_6801,w0,profile_6801,993959.000000,59,35240.000000,1,COMPLETED_SUCCESSFULLY,999519.480262,1043.525616,1000563.005878,5560.480262,6604.005878,6.328552,346-404,15996688.666912,""
job_6893,w0,profile_6893,1000545.000000,1,638.000000,1,COMPLETED_SUCCESSFULLY,1000545.000000,18.630870,1000563.630870,0.000000,18.630870,1.000000,340,4840.699361,""
job_6886,w0,profile_6886,1000224.000000,17,3406.000000,1,COMPLETED_SUCCESSFULLY,1000330.439203,277.280126,1000607.719329,106.439203,383.719329,1.383869,323-339,1224736.412089,""
job_6867,w0,profile_6867,998603.000000,28,25968.000000,1,COMPLETED_SUCCESSFULLY,1000370.932575,274.816841,1000645.749416,1767.932575,2042.749416,7.433130,472-499,1999292.520531,""
job_6818,w0,profile_6818,994980.000000,49,22969.000000,1,COMPLETED_SUCCESSFULLY,1000413.634791,303.202679,1000716.837470,5433.634791,5736.837470,18.920801,408-456,3860149.108177,""
job_6894,w0,profile_6894,1000545.000000,12,839.000000,1,COMPLETED_SUCCESSFULLY,1000545.000000,210.931579,1000755.931579,0.000000,210.931579,1.000000,457-468,657654.529252,""
job_6895,w0,profile_6895,1000708.000000,13,4724.000000,1,COMPLETED_SUCCESSFULLY,1000708.000000,127.864995,1000835.864995,0.000000,127.864995,1.000000,323-335,431886.853907,""
job_6880,w0,profile_6880,999783.000000,30,38236.000000,1,COMPLETED_SUCCESSFULLY,1000645.749416,545.051445,1001190.800862,862.749416,1407.800862,2.582877,470-499,4248481.355325,""
job_6828,w0,profile_6828,995918.000000,45,29986.000000,1,COMPLETED_SUCCESSFULLY,1000716.837470,680.979453,1001397.816924,4798.837470,5479.816924,8.046964,412-456,7961987.448855,""
job_6825,w0,profile_6825,995536.000000,57,22812.000000,1,COMPLETED_SUCCESSFULLY,1000563.005878,885.522217,1001448.528096,5027.005878,5912.528096,6.676883,341-397,13114425.909785,""
job_6859,w0,profile_6859,998075.000000,37,20039.000000,1,COMPLETED_SUCCESSFULLY,1001190.800862,273.920596,1001464.721458,3115.800862,3389.721458,12.374832,463-499,2633306.305363,""
job_6900,w0,profile_6900,1001289.000000,10,1005.000000,1,COMPLETED_SUCCESSFULLY,1001289.000000,188.838133,1001477.838133,0.000000,188.838133,1.000000,323-332,490641.933570,""
job_6890,w0,profile_6890,1000455.000000,23,20369.000000,1,COMPLETED_SUCCESSFULLY,1001464.721458,343.226159,1001807.947617,1009.721458,1352.947617,3.941855,463-485,2051082.750015,""
job_6902,w0,profile_6902,1001676.000000,13,902.000000,1,COMPLETED_SUCCESSFULLY,1001676.000000,211.888559,1001887.888559,0.000000,211.888559,1.000000,486-498,715691.444479,""
job_6901,w0,profile_6901,1001608.000000,17,1567.000000,1,COMPLETED_SUCCESSFULLY,1001608.000000,307.681488,1001915.681488,0.000000,307.681488,1.000000,391-407,1359018.144321,""
job_6903,w0,profile_6903,1001676.000000,11,5703.000000,1,COMPLETED_SUCCESSFULLY,1001887.888559,94.897998,1001982.786557,211.888559,306.786557,3.232803,486-496,271221.868853,""
job_6907,w0,profile_6907,1001953.000000,5,1248.000000,1,COMPLETED_SUCCESSFULLY,1001953.000000,42.954185,1001995.954185,0.000000,42.954185,1.000000,323-327,55802.088291,""
job_6891,w0,profile_6891,1000455.000000,23,36752.000000,1,COMPLETED_SUCCESSFULLY,1001807.947617,202.391686,1002010.339303,1352.947617,1555.339303,7.684798,463-485,1209471.028295,""
job_6857,w0,profile_6857,997685.000000,58,40689.000000,1,COMPLETED_SUCCESSFULLY,1001448.528096,679.732504,1002128.260600,3763.528096,4443.260600,6.536778,333-390,10243326.070141,""
job_6831,w0,profile_6831,996164.000000,54,8680.000000,1,COMPLETED_SUCCESSFULLY,1001397.816924,733.218799,1002131.035723,5233.816924,5967.035723,8.138138,409-462,10287321.614415,""
job_6905,w0,profile_6905,1001953.000000,12,2694.000000,1,COMPLETED_SUCCESSFULLY,1001982.786557,211.997515,1002194.784073,29.786557,241.784073,1.140504,486-497,660977.966840,""
job_6908,w0,profile_6908,1002024.000000,10,5349.000000,1,COMPLETED_SUCCESSFULLY,1002024.000000,198.623658,1002222.623658,0.000000,198.623658,1.000000,323-332,516066.826462,""
job_6909,w0,profile_6909,1002024.000000,7,1444.000000,1,COMPLETED_SUCCESSFULLY,1002131.035723,107.342543,1002238.378266,107.035723,214.378266,1.997142,455-461,195229.250196,""
job_6904,w0,profile_6904,1001911.000000,18,6612.000000,1,COMPLETED_SUCCESSFULLY,1001915.681488,333.656517,1002249.338006,4.681488,338.338006,1.014031,391-408,1560440.034509,""
job_6367,w0,profile_6367,926405.000000,323,68946.000000,1,COMPLETED_SUCCESSFULLY,996954.481147,5316.789909,1002271.271056,70549.481147,75866.271056,14.269187,0-322,446197351.714431,""
job_6892,w0,profile_6892,1000545.000000,20,6933.000000,1,COMPLETED_SUCCESSFULLY,1002010.339303,300.177552,1002310.516855,1465.339303,1765.516855,5.881575,463-482,1559851.209593,""
job_6906,w0,profile_6906,1001953.000000,20,5185.000000,1,COMPLETED_SUCCESSFULLY,1002271.271056,158.122917,1002429.393973,318.271056,476.393973,3.012808,20-39,821674.441307,""
job_6910,w0,profile_6910,1002317.000000,19,2427.000000,1,COMPLETED_SUCCESSFULLY,1002317.000000,116.814111,1002433.814111,0.000000,116.814111,1.000000,312-330,576665.376111,""
job_6912,w0,profile_6912,1002398.000000,4,3066.000000,1,COMPLETED_SUCCESSFULLY,1002398.000000,56.873928,1002454.873928,0.000000,56.873928,1.000000,455-458,59108.261328,""
job_6899,w0,profile_6899,1001119.000000,20,6356.000000,1,COMPLETED_SUCCESSFULLY,1002271.271056,231.944807,1002503.215863,1152.271056,1384.215863,5.967867,0-19,1205284.620371,""
job_6914,w0,profile_6914,1002398.000000,13,2960.000000,1,COMPLETED_SUCCESSFULLY,1002429.393973,78.433656,1002507.827629,31.393973,109.827629,1.400262,20-32,264923.678642,""
job_6868,w0,profile_6868,998726.000000,56,20181.000000,1,COMPLETED_SUCCESSFULLY,1002128.260600,410.688502,1002538.949102,3402.260600,3812.949102,9.284285,333-388,5975517.701437,""
job_6897,w0,profile_6897,1001119.000000,20,6771.000000,1,COMPLETED_SUCCESSFULLY,1002249.338006,379.161517,1002628.499523,1130.338006,1509.499523,3.981152,389-408,1970285.738927,""
job_6918,w0,profile_6918,1002602.000000,5,3276.000000,1,COMPLETED_SUCCESSFULLY,1002602.000000,36.229884,1002638.229884,0.000000,36.229884,1.000000,18-22,47066.500624,""
job_6913,w0,profile_6913,1002398.000000,36,38428.000000,1,COMPLETED_SUCCESSFULLY,1002398.000000,255.312397,1002653.312397,0.000000,255.312397,1.000000,459-494,2388082.740038,""
job_6919,w0,profile_6919,1002602.000000,7,4163.000000,1,COMPLETED_SUCCESSFULLY,1002602.000000,87.150950,1002689.150950,0.000000,87.150950,1.000000,23-29,158505.789480,""
job_6920,w0,profile_6920,1002602.000000,7,1820.000000,1,COMPLETED_SUCCESSFULLY,1002602.000000,99.524342,1002701.524342,0.000000,99.524342,1.000000,30-36,181009.896401,""
job_6878,w0,profile_6878,999783.000000,47,34273.000000,1,COMPLETED_SUCCESSFULLY,1002310.516855,481.995685,1002792.512540,2527.516855,3009.512540,6.243858,40-86,5885941.948812,""
job_6896,w0,profile_6896,1000954.000000,45,22525.000000,1,COMPLETED_SUCCESSFULLY,1002310.516855,533.306870,1002843.823725,1356.516855,1889.823725,3.543595,221-265,6235404.873263,""
job_6916,w0,profile_6916,1002534.000000,26,16359.000000,1,COMPLETED_SUCCESSFULLY,1002538.949102,313.368976,1002852.318078,4.949102,318.318078,1.015793,363-388,2116919.351157,""
job_6915,w0,profile_6915,1002534.000000,18,1313.000000,1,COMPLETED_SUCCESSFULLY,1002534.000000,320.763144,1002854.763144,0.000000,320.763144,1.000000,0-17,1500140.490417,""
job_6922,w0,profile_6922,1002709.000000,9,2828.000000,1,COMPLETED_SUCCESSFULLY,1002709.000000,162.379457,1002871.379457,0.000000,162.379457,1.000000,31-39,379706.961461,""
job_6925,w0,profile_6925,1002879.000000,17,507.000000,1,COMPLETED_SUCCESSFULLY,1002879.000000,94.760581,1002973.760581,0.000000,94.760581,1.000000,11-27,418554.102007,""
job_6898,w0,profile_6898,1001119.000000,46,27824.000000,1,COMPLETED_SUCCESSFULLY,1002310.516855,670.848316,1002981.365172,1191.516855,1862.365172,2.776135,266-311,8017835.325079,""
job_6923,w0,profile_6923,1002709.000000,19,5281.000000,1,COMPLETED_SUCCESSFULLY,1002709.000000,300.518366,1003009.518366,0.000000,300.518366,1.000000,344-362,1483541.113459,""
job_6877,w0,profile_6877,999679.000000,46,41718.000000,1,COMPLETED_SUCCESSFULLY,1002131.035723,905.067264,1003036.102987,2452.035723,3357.102987,3.709230,409-454,10817169.997101,""
job_6927,w0,profile_6927,1003042.000000,2,5047.000000,1,COMPLETED_SUCCESSFULLY,1003042.000000,30.841287,1003072.841287,0.000000,30.841287,1.000000,11-12,16026.454283,""
job_6924,w0,profile_6924,1002879.000000,11,2108.000000,1,COMPLETED_SUCCESSFULLY,1002879.000000,197.571073,1003076.571073,0.000000,197.571073,1.000000,0-10,564665.181349,""
job_6926,w0,profile_6926,1002879.000000,36,11967.000000,1,COMPLETED_SUCCESSFULLY,1002879.000000,346.543134,1003225.543134,0.000000,346.543134,1.000000,28-63,3241415.961144,""
job_6928,w0,profile_6928,1003178.000000,14,5073.000000,1,COMPLETED_SUCCESSFULLY,1003178.000000,191.418631,1003369.418631,0.000000,191.418631,1.000000,0-13,696285.269540,""
job_6929,w0,profile_6929,1003487.000000,10,845.000000,1,COMPLETED_SUCCESSFULLY,1003487.000000,120.440691,1003607.440691,0.000000,120.440691,1.000000,0-9,312930.724941,""
job_6932,w0,profile_6932,1003640.000000,1,5164.000000,1,COMPLETED_SUCCESSFULLY,1003640.000000,7.590021,1003647.590021,0.000000,7.590021,1.000000,0,1972.050122,""
job_6930,w0,profile_6930,1003487.000000,14,2939.000000,1,COMPLETED_SUCCESSFULLY,1003487.000000,208.808358,1003695.808358,0.000000,208.808358,1.000000,10-23,759540.402130,""
job_6911,w0,profile_6911,1002398.000000,94,46336.000000,1,COMPLETED_SUCCESSFULLY,1002981.365172,800.608846,1003781.974018,583.365172,1383.974018,1.728652,221-314,19553441.393615,""
